Date,Player,Club Name,Brand/Model,Club Type,Club Speed,Attack Angle,Club Path,Club Face,Face to Path,Ball Speed,Smash Factor,Launch Angle,Launch Direction,Backspin,Sidespin,Spin Rate,Spin Rate Type,Spin Axis,Apex Height,Carry Distance,Carry Deviation Angle,Carry Deviation Distance,Total Distance,Total Deviation Angle,Total Deviation Distance,Target Total Distance,Target Carry Distance,Note,Tag,Air Density,Temperature,Air Pressure,Relative Humidity,Back Stroke Length,Target Backswing Time,Target Downswing Time,Forward Stroke Length,Backswing Time,Downswing Time,Target Tempo,Swing Tempo
,,,,,[mph],[deg],[deg],[deg],[deg],[mph],,[deg],[deg],[rpm],[rpm],[rpm],,[deg],[yds],[Yards],[deg],[Yards],[Yards],[deg],[Yards],[Yards],[Yards],,,[g/L],[deg F],[kPa],[%],[Inches],[sec],[sec],[Inches],[sec],[sec],,
5/9/26 10:26:12,Jerry Gamblin,,,Pitching Wedge,43.92685255325088,3.992457628250122,-14.286576271057129,21.23092269897461,35.51749801635742,39.19926130012179,0.8923758253018923,37.127681732177734,15.651926040649414,1000.0000610351562,577.3502197265625,1154.7005615234375,Estimated,-30.0,6.422627316372289,31.689590043596084,13.447662353515625,7.369635090531744,43.671104017309425,12.80667781829834,9.680222964349381,,,,,1.1777898,64.0,98.919815,73,,,,,498.0,326.0,,1.5
5/9/26 10:26:33,Jerry Gamblin,,,Pitching Wedge,48.88895843058035,5.208693504333496,-9.913322448730469,11.16447925567627,21.077800750732422,50.14357007053296,1.0256624743137879,34.52484893798828,7.930332660675049,1000.0000610351562,577.3502197265625,1154.7005615234375,Estimated,-30.0,9.40759872409824,49.530427286944054,4.9795684814453125,4.299278855845267,63.698573375311426,4.324814796447754,4.803540929826017,,,,,1.1777898,64.0,98.919815,73,,,,,466.0,314.0,,1.5
5/9/26 10:26:47,Jerry Gamblin,,,Pitching Wedge,51.41135702494988,,5.230907917022705,3.11255145072937,-2.118356466293335,60.22314643040673,1.1713977205694162,32.93877029418945,3.2112481594085693,1000.0000610351562,-114.89608764648438,1006.5789184570312,Estimated,6.554320812225342,12.762720712109397,69.33755031929451,3.95339298248291,4.7805115306784165,85.89347412162775,4.082550525665283,6.115159650487224,,,,,1.1777898,64.0,98.919815,73,,,,,573.0,210.0,,2.7
5/9/26 10:27:05,Jerry Gamblin,,,Pitching Wedge,51.918939427981314,7.593712329864502,-6.987406253814697,4.790411949157715,11.77781867980957,58.16683311844692,1.1203393936644697,33.03300857543945,3.0606400966644287,1000.0000610351562,-577.3502197265625,1154.7005615234375,Estimated,30.0,11.837062143173952,64.24639794457303,6.5195088386535645,7.294645355338083,80.00555730971556,7.172389507293701,9.989122080364877,,,,,1.1777898,64.0,98.919815,73,,,,,504.0,285.0,,1.8
5/9/26 10:27:19,Jerry Gamblin,,,Pitching Wedge,47.585442822237226,-0.5363404154777527,-2.176161050796509,-1.9973100423812866,0.17885100841522217,52.886915445839755,1.1114095468945617,34.395870208740234,-1.912932276725769,5536.34619140625,-17.130945205688477,5536.37255859375,Estimated,0.1772880107164383,11.33239488276284,52.09614077056591,-1.8753411769866943,-1.704867534854385,58.30236620164606,-1.8696973323822021,-1.9022343926333798,,,,,1.1777898,64.0,98.919815,73,,,,,519.0,263.0,,2.0
5/9/26 10:27:37,Jerry Gamblin,,,Pitching Wedge,49.6402286851756,0.02897658944129944,-3.8068032264709473,6.077408790588379,9.884212493896484,51.0090832720506,1.0275755092821277,34.31398010253906,4.5157880783081055,1000.0000610351562,-577.3502197265625,1154.7005615234375,Estimated,30.0,9.643956432192345,51.0110880133361,7.5192742347717285,6.675299384149667,65.39012294846049,8.145964622497559,9.265461201638583,,,,,1.1777898,64.0,98.919815,73,,,,,521.0,262.0,,2.0
5/9/26 10:27:53,Jerry Gamblin,,,Pitching Wedge,53.09864206662243,1.402461290359497,-5.149163246154785,-1.636497139930725,3.5126662254333496,62.7142963190973,1.1810903985154684,21.5860595703125,-1.9885553121566772,3307.40576171875,-232.02732849121094,3315.534423828125,Estimated,4.012946605682373,7.848070049536197,64.59653742565779,-1.2401734590530396,-1.3983196213072262,80.1480410918789,-1.097892165184021,-1.5356319313599995,,,,,1.1777898,64.0,98.919815,73,,,,,491.0,264.0,,1.9
5/9/26 10:28:11,Jerry Gamblin,,,Pitching Wedge,47.21105994714015,3.44885516166687,-6.246638298034668,3.031700849533081,9.278339385986328,51.82669942687901,1.0977660633950341,32.91093063354492,1.7086848020553589,1000.0000610351562,-577.3502197265625,1154.7005615234375,Estimated,30.0,9.304612536025694,51.917228798853756,4.690558910369873,4.245522819061813,66.98300102147114,5.337296962738037,6.2307008816709875,,,,,1.1777898,64.0,98.919815,73,,,,,494.0,293.0,,1.7
5/9/26 10:28:28,Jerry Gamblin,,,Pitching Wedge,46.75498414910002,-0.33036378026008606,-3.234144449234009,5.282365322113037,8.516510009765625,55.17677059323769,1.1801259608447494,33.84619140625,3.934375762939453,1000.0,139.9633026123047,1009.7473754882812,Estimated,-7.967548370361328,11.16092332287619,59.46272001491757,3.1051363945007324,3.2210347429243806,74.99961819652914,2.932180404663086,3.8365473480257983,,,,,1.1777898,64.0,98.919815,73,,,,,496.0,299.0,,1.7
