Date,Player,Club Name,Brand/Model,Club Type,Club Speed,Attack Angle,Club Path,Club Face,Face to Path,Ball Speed,Smash Factor,Launch Angle,Launch Direction,Backspin,Sidespin,Spin Rate,Spin Rate Type,Spin Axis,Apex Height,Carry Distance,Carry Deviation Angle,Carry Deviation Distance,Total Distance,Total Deviation Angle,Total Deviation Distance,Target Total Distance,Target Carry Distance,Note,Tag,Air Density,Temperature,Air Pressure,Relative Humidity,Back Stroke Length,Target Backswing Time,Target Downswing Time,Forward Stroke Length,Backswing Time,Downswing Time,Target Tempo,Swing Tempo
,,,,,[mph],[deg],[deg],[deg],[deg],[mph],,[deg],[deg],[rpm],[rpm],[rpm],,[deg],[yds],[Yards],[deg],[Yards],[Yards],[deg],[Yards],[Yards],[Yards],,,[g/L],[deg F],[kPa],[%],[Inches],[sec],[sec],[Inches],[sec],[sec],,
5/10/26 13:31:34,Jerry Gamblin,,,5 Iron,73.52165093828118,9.512273788452148,-6.320565700531006,-1.3883962631225586,4.932169437408447,61.32993257805204,0.8341751279434182,4.083035469055176,-1.9313336610794067,10493.9990234375,-16.63329315185547,10494.01171875,Estimated,0.09081541746854782,0.513114902082495,26.1830365772531,-1.9216265678405762,-0.8779820234026705,67.02114799412739,-2.0303759574890137,-2.3745546607937817,,,,,1.1948633,64.0,99.99943,28,,,,,893.0,210.0,,4.3
5/10/26 13:31:47,Jerry Gamblin,,,5 Iron,69.19564224603609,6.882114887237549,-1.6554028987884521,-3.670910120010376,-2.015507221221924,88.3891570542485,1.2773803983199814,2.911982774734497,-3.2225046157836914,3296.808349609375,311.30340576171875,3311.47314453125,Estimated,-5.394199848175049,0.7191342110187467,50.86725673859097,-3.8598077297210693,-3.424145522497249,114.1102941851812,-4.270125389099121,-8.496520087474913,,,,,1.1948633,64.0,99.99943,28,,,,,796.0,199.0,,4.0
5/10/26 13:32:02,Jerry Gamblin,,,5 Iron,71.07025312370459,1.742226481437683,-3.4519381523132324,2.071380138397217,5.523318290710449,89.92807474320671,1.265340572048875,11.589523315429688,1.2695480585098267,3377.230712890625,-580.5859375,3426.772216796875,Measured,9.754475593566895,7.617860537084278,102.29990133984717,3.7307188510894775,6.65636408881774,141.2053412756999,4.397167205810547,10.826287307138518,,,,,1.1948633,64.0,99.99943,28,,,,,668.0,193.0,,3.5
5/10/26 13:32:14,Jerry Gamblin,,,5 Iron,69.63361478653992,-0.4105626344680786,-2.960545539855957,10.320943832397461,13.281489372253418,85.05129694682662,1.2214114865004384,5.743130207061768,8.107413291931152,6343.93896484375,-921.9305419921875,6410.57861328125,Estimated,8.268603324890137,2.940974001913663,74.82904148852731,10.097068786621094,13.118732006843947,113.67660182041759,10.94598388671875,21.585291764867588,,,,,1.1948633,64.0,99.99943,28,,,,,691.0,194.0,,3.6
5/10/26 13:32:28,Jerry Gamblin,,,5 Iron,69.93249986712729,1.0045876502990723,-1.940169095993042,-4.645407199859619,-2.705238103866577,97.52313153779583,1.3945323236419565,16.957399368286133,-4.058610439300537,4705.142578125,658.6993408203125,4751.0263671875,Measured,-7.969364166259766,17.858986675165667,130.40431632561737,-7.125849723815918,-16.1765931680968,144.24580184389183,-7.386765003204346,-18.545210830808625,,,,,1.1948633,64.0,99.99943,28,,,,,621.0,202.0,,3.1
5/10/26 13:32:44,Jerry Gamblin,,,5 Iron,72.9349739822901,2.057478666305542,-1.1528213024139404,-4.7302045822143555,-3.577383279800415,95.54991486589654,1.3100699108921015,10.201875686645508,-4.0297465324401855,3866.50830078125,-1423.135498046875,4120.09716796875,Measured,20.207014083862305,7.726622587322459,108.84202371432087,1.6708182096481323,3.1735880376994348,147.66479518887044,3.17983078956604,8.191056451772454,,,,,1.1948633,64.0,99.99943,28,,,,,586.0,193.0,,3.0
5/10/26 13:33:11,Jerry Gamblin,,,5 Iron,70.28694057259803,-0.3498314917087555,-1.1270285844802856,4.589046955108643,5.716075420379639,96.54042715674737,1.3735186987834906,17.431486129760742,3.628525495529175,2934.75537109375,-384.1019592285156,2959.784423828125,Measured,7.456511974334717,16.132242723399887,132.38209334779808,5.916953086853027,13.64696265727099,151.89947627243617,6.189824104309082,16.37825607106233,,,,,1.1948633,64.0,99.99943,28,,,,,532.0,201.0,,2.6
5/10/26 13:33:29,Jerry Gamblin,,,5 Iron,72.8315682435087,1.291837453842163,-1.2961034774780273,-0.7332242727279663,0.562879204750061,94.09320636058418,1.2919288796032546,16.144428253173828,-0.7644646167755127,3183.18701171875,97.75112915039062,3184.6875,Measured,-1.7589190006256104,13.91678657431615,124.42627186746004,-1.2940709590911865,-2.8102056873752064,144.22274011326587,-1.3619998693466187,-3.427845130129436,,,,,1.1948633,64.0,99.99943,28,,,,,647.0,182.0,,3.6
5/10/26 13:33:45,Jerry Gamblin,,,5 Iron,67.77243522037843,-6.353389739990234,5.757684230804443,-0.294467955827713,-6.052152156829834,91.18164959513638,1.3454090781692771,12.49610710144043,0.47855910658836365,2263.113037109375,1069.43505859375,2503.072509765625,Measured,-25.29309844970703,7.386050094978286,101.56447910365574,-4.684499740600586,-8.294733073350534,145.27318358734212,-6.247361660003662,-15.808796528026084,,,,,1.1948633,64.0,99.99943,28,,,,,579.0,140.0,,4.1
