Date,Player,Club Name,Brand/Model,Club Type,Club Speed,Attack Angle,Club Path,Club Face,Face to Path,Ball Speed,Smash Factor,Launch Angle,Launch Direction,Backspin,Sidespin,Spin Rate,Spin Rate Type,Spin Axis,Apex Height,Carry Distance,Carry Deviation Angle,Carry Deviation Distance,Total Distance,Total Deviation Angle,Total Deviation Distance,Target Total Distance,Target Carry Distance,Note,Tag,Air Density,Temperature,Air Pressure,Relative Humidity,Back Stroke Length,Target Backswing Time,Target Downswing Time,Forward Stroke Length,Backswing Time,Downswing Time,Target Tempo,Swing Tempo
,,,,,[mph],[deg],[deg],[deg],[deg],[mph],,[deg],[deg],[rpm],[rpm],[rpm],,[deg],[yds],[Yards],[deg],[Yards],[Yards],[deg],[Yards],[Yards],[Yards],,,[g/L],[deg F],[kPa],[%],[Inches],[sec],[sec],[Inches],[sec],[sec],,
4/23/26 12:15:37,Jerry Gamblin,,,Pitching Wedge,47.74070502863497,1.5358864068984985,-8.31897258758545,9.645330429077148,17.96430206298828,47.908660421733266,1.0035180752566926,34.82368469238281,6.881965160369873,1000.0000610351562,577.3502197265625,1154.7005615234375,Estimated,-30.0,8.687309705679185,45.74626762410161,4.171102046966553,3.3273620242521833,59.46261154802244,3.5488929748535156,3.680730481368872,,,,,1.1416173,79.0,98.75888,54,,,,,549.0,282.0,,1.9
4/23/26 12:15:49,Jerry Gamblin,,,Pitching Wedge,49.518997018987484,-0.3328825533390045,-8.63822078704834,7.570431709289551,16.20865249633789,57.292761082468324,1.1569854910530617,19.221025466918945,5.137650012969971,1277.7694091796875,348.4588928222656,1324.4312744140625,Estimated,-15.254132270812988,4.620464976586903,49.441079767983105,3.8209543228149414,3.294691586849049,80.51198089946703,3.304760694503784,4.641334945865608,,,,,1.1416173,79.0,98.75888,54,,,,,554.0,259.0,,2.1
4/23/26 12:16:12,Jerry Gamblin,,,Pitching Wedge,54.19823896398524,-1.3289655447006226,-8.30030632019043,-0.7213343977928162,7.578971862792969,59.194336981967936,1.0921819253445229,28.041536331176758,-1.6311129331588745,1302.8482666015625,186.8482208251953,1316.178466796875,Estimated,-8.161434173583984,9.638681186465767,63.9485603659589,-2.5902721881866455,-2.89006209227461,82.03705881941454,-2.7890241146087646,-3.9918046715169857,,,,,1.1416173,79.0,98.75888,54,,,,,600.0,243.0,,2.5
4/23/26 12:16:31,Jerry Gamblin,,,Pitching Wedge,51.78207914233634,2.425818681716919,-8.412145614624023,0.31551551818847656,8.7276611328125,69.14237352806752,1.3352568045406588,11.659637451171875,-0.7934149503707886,1708.5894775390625,-296.5731201171875,1734.1376953125,Estimated,9.847160339355469,2.9899608849018997,53.70680741437777,0.15576636791229248,0.14661448703767538,96.52739330435259,0.5753931999206543,0.9697486018258443,,,,,1.1416173,79.0,98.75888,54,,,,,538.0,285.0,,1.9
4/23/26 12:16:46,Jerry Gamblin,,,Pitching Wedge,52.35935247362556,-3.571451187133789,-6.495375156402588,1.6550499200820923,8.15042495727539,60.53337644660311,1.1561139240042162,30.389585494995117,0.5467487573623657,1038.0631103515625,111.74087524414062,1044.059814453125,Estimated,-6.143868923187256,11.321711936543515,68.65282384116506,-0.1153499037027359,-0.14065322405084224,86.80694059437029,-0.2510099709033966,-0.38057588503638173,,,,,1.1416173,79.0,98.75888,54,,,,,536.0,231.0,,2.3
4/23/26 12:17:00,Jerry Gamblin,,,Pitching Wedge,54.60044871762384,-0.5327907204627991,-11.463418960571289,-1.9809993505477905,9.482419967651367,60.12666114501298,1.1012118500338512,24.70609474182129,-3.0616209506988525,1000.0,-136.9293975830078,1009.331298828125,Estimated,7.796987533569336,7.815892927915718,61.945706631985026,-2.3567569255828857,-2.5472879305494947,84.93274945703808,-2.162565231323242,-3.204983728347071,,,,,1.1416173,79.0,98.75888,54,,,,,537.0,254.0,,2.1
4/23/26 12:17:15,Jerry Gamblin,,,Pitching Wedge,51.97714035563923,-0.3727312982082367,-7.735949516296387,1.719702124595642,9.45565128326416,58.32279931671208,1.1220855729586974,18.922710418701172,0.4446262717247009,1443.496337890625,-291.3519592285156,1472.605712890625,Estimated,11.411139488220215,4.746732436452951,51.15947906948033,1.526621699333191,1.3630289000997602,82.49377954037483,1.9230519533157349,2.768289750850941,,,,,1.1416173,79.0,98.75888,54,,,,,539.0,245.0,,2.2
4/23/26 12:17:42,Jerry Gamblin,,,Pitching Wedge,50.73989811503384,-0.5900198221206665,-9.551206588745117,7.29532527923584,16.84653091430664,51.435181816390525,1.0137028990436754,34.346405029296875,4.7974324226379395,1177.640625,-236.876953125,1201.227783203125,Estimated,11.37302017211914,9.96782919449026,52.400211023846325,5.982123374938965,5.461046910557117,66.73850412443866,6.211103916168213,7.220592711541284,,,,,1.1416173,79.0,98.75888,54,,,,,530.0,269.0,,2.0
4/23/26 12:17:59,Jerry Gamblin,,,Pitching Wedge,54.58736726874186,-3.363981008529663,-1.9602923393249512,11.952577590942383,13.912870407104492,51.18446257938721,0.937661315069444,30.870328903198242,9.572833061218262,1022.5912475585938,100.8994140625,1027.55712890625,Estimated,-5.635152816772461,8.225525458027997,50.45082729736755,9.077184677124023,7.959387850990863,66.85539806295881,8.9332275390625,10.381514631857083,,,,,1.1416173,79.0,98.75888,54,,,,,543.0,225.0,,2.4
